Date,Open,Close,High,Low,Volume,macd,macd_h,macd_s,rs,rsi,SMA_50,SMA_200,Output
2021-07-05,203.0,203.65,204.1,202.7,10248249,-1.64,-0.22,-1.42,0.75,42.84,206.96,200.91,0.0
2021-07-06,203.25,202.5,203.8,202.25,11088659,-1.65,-0.18,-1.47,0.66,39.88,206.9,201.01,0.0
2021-07-07,202.5,203.75,205.2,202.3,17879443,-1.54,-0.06,-1.48,0.8,44.38,206.87,201.13,0.0
2021-07-08,203.5,202.0,204.5,201.8,20925008,-1.58,-0.07,-1.5,0.66,39.88,206.8,201.25,0.0
2021-07-09,202.0,201.35,202.35,200.9,11834045,-1.64,-0.11,-1.53,0.62,38.33,206.74,201.36,0.0
2021-07-12,202.0,201.1,202.55,200.95,13085323,-1.69,-0.13,-1.56,0.61,37.72,206.71,201.48,0.0
2021-07-13,202.0,201.85,202.2,201.35,10830411,-1.65,-0.07,-1.58,0.69,40.76,206.73,201.62,0.0
2021-07-14,201.85,204.1,205.15,201.7,20480406,-1.42,0.13,-1.55,0.95,48.82,206.82,201.78,0.0
2021-07-15,204.4,206.25,208.5,202.9,28852257,-1.05,0.4,-1.45,1.23,55.11,206.92,201.98,0.0
2021-07-16,207.7,207.9,209.65,207.2,29019824,-0.62,0.66,-1.28,1.45,59.25,207.02,202.16,0.0
2021-07-19,206.8,207.75,209.5,206.35,16464973,-0.28,0.8,-1.08,1.42,58.72,207.07,202.34,0.0
2021-07-20,208.2,206.8,209.3,206.4,23656813,-0.1,0.79,-0.88,1.24,55.34,207.09,202.52,0.0
2021-07-22,207.0,207.0,208.25,205.85,18311537,0.07,0.76,-0.69,1.27,55.92,207.15,202.7,0.0
2021-07-23,207.0,212.4,213.6,206.5,44526781,0.63,1.06,-0.43,2.12,67.92,207.34,202.91,0.0
2021-07-26,214.0,211.15,215.35,210.8,47263771,0.96,1.11,-0.15,1.75,63.6,207.31,203.12,0.0
2021-07-27,212.0,208.65,213.0,207.95,24436949,1.01,0.93,0.08,1.27,55.94,207.24,203.31,0.0
2021-07-28,208.3,209.1,210.0,207.45,14736840,1.07,0.79,0.28,1.32,56.95,207.22,203.51,0.0
2021-07-29,209.1,206.05,210.2,205.65,15603733,0.87,0.47,0.4,0.95,48.82,207.18,203.7,0.0
2021-07-30,206.1,204.95,207.1,204.6,14940336,0.61,0.17,0.44,0.86,46.26,207.14,203.89,0.0
2021-08-02,206.45,207.3,207.5,205.45,9674128,0.58,0.12,0.47,1.09,52.05,207.11,204.06,0.0
2021-08-03,207.5,209.9,210.9,206.45,18468527,0.77,0.24,0.53,1.35,57.51,207.07,204.26,0.0
2021-08-04,210.9,208.6,211.1,208.1,10998260,0.8,0.22,0.58,1.18,54.19,207.03,204.47,0.0
2021-08-05,208.6,215.25,216.75,206.9,47178466,1.34,0.61,0.73,1.88,65.25,207.12,204.72,0.0
2021-08-06,215.4,214.25,216.0,212.6,23581637,1.68,0.75,0.92,1.69,62.79,207.18,204.96,0.0
2021-08-09,215.0,213.8,217.15,212.7,20358146,1.88,0.77,1.11,1.61,61.67,207.2,205.19,0.0
2021-08-10,214.0,209.85,214.45,208.55,18155926,1.71,0.47,1.23,1.12,52.74,207.07,205.4,0.0
2021-08-11,209.85,208.65,210.6,207.45,15418634,1.45,0.18,1.28,1.01,50.36,206.93,205.6,0.0
2021-08-12,210.25,208.9,214.2,208.35,27692208,1.26,-0.01,1.27,1.03,50.85,206.93,205.81,0.0
2021-08-13,209.85,211.45,212.3,209.2,18850939,1.29,0.02,1.28,1.26,55.74,206.98,206.01,0.0
2021-08-16,211.4,210.9,213.25,210.5,11190075,1.26,-0.01,1.27,1.2,54.48,207.02,206.22,0.0
2021-08-17,210.8,209.2,211.5,208.8,7858486,1.09,-0.15,1.24,1.03,50.68,206.98,206.43,0.0
2021-08-18,209.6,208.95,211.5,208.35,10735658,0.92,-0.25,1.18,1.0,50.12,206.88,206.65,0.0
2021-08-20,207.0,208.9,210.7,206.7,19421004,0.78,-0.32,1.1,1.0,50.0,206.81,206.87,0.0
2021-08-23,209.5,206.3,210.2,206.0,9936365,0.45,-0.52,0.97,0.79,44.19,206.75,207.08,0.0
2021-08-24,207.0,205.75,207.0,204.7,12490094,0.14,-0.66,0.8,0.76,43.05,206.71,207.27,0.0
2021-08-25,206.4,206.4,207.9,206.0,10586894,-0.05,-0.68,0.63,0.81,44.86,206.69,207.46,0.0
2021-08-26,206.4,204.6,206.85,204.35,14836173,-0.35,-0.78,0.43,0.69,40.97,206.64,207.63,0.0
2021-08-27,205.0,205.9,206.85,204.9,10476384,-0.47,-0.72,0.25,0.81,44.7,206.6,207.79,0.0
2021-08-30,206.0,208.0,208.2,206.0,12084844,-0.39,-0.52,0.12,1.01,50.17,206.65,207.96,0.0
2021-08-31,208.05,211.3,211.6,207.25,25808430,-0.06,-0.15,0.09,1.34,57.32,206.78,208.15,0.0
2021-09-01,211.0,209.5,212.3,209.3,16241960,0.05,-0.03,0.08,1.12,52.86,206.89,208.3,0.0
2021-09-02,209.0,209.75,211.5,209.0,14321164,0.16,0.06,0.1,1.15,53.41,206.98,208.43,0.0
2021-09-03,209.75,210.6,211.25,209.75,10228853,0.31,0.17,0.14,1.24,55.29,207.11,208.54,0.0
2021-09-06,211.0,209.3,211.2,209.05,10632156,0.32,0.15,0.18,1.08,51.84,207.23,208.65,0.0
2021-09-07,210.9,211.75,214.35,210.15,37489544,0.52,0.28,0.25,1.34,57.25,207.37,208.77,0.0
2021-09-08,212.25,211.25,213.0,209.7,17233315,0.64,0.31,0.32,1.27,55.87,207.52,208.89,0.0
2021-09-09,211.05,212.65,213.9,210.55,19051252,0.83,0.4,0.42,1.43,58.86,207.71,209.03,1.0
2021-09-13,213.35,214.15,215.15,211.8,16043896,1.09,0.53,0.56,1.62,61.84,207.94,209.16,1.0
2021-09-14,214.9,216.1,217.25,214.2,19621849,1.43,0.7,0.73,1.89,65.36,208.2,209.28,1.0
2021-09-15,217.1,216.0,217.2,215.3,20248758,1.68,0.76,0.92,1.86,65.03,208.47,209.41,1.0
2021-09-16,216.95,230.75,233.65,216.3,149238901,3.03,1.69,1.35,4.16,80.62,209.01,209.58,0.0
2021-09-17,233.0,231.15,237.3,229.1,79501805,4.09,2.2,1.89,4.23,80.86,209.59,209.77,0.0
2021-09-20,231.0,233.75,239.35,230.25,70390969,5.08,2.55,2.53,4.7,82.44,210.19,209.97,0.0
2021-09-21,234.95,241.5,242.45,231.7,56671832,6.41,3.11,3.31,6.2,86.12,210.97,210.2,0.0
2021-09-22,243.5,243.5,245.8,240.7,52621868,7.55,3.39,4.16,6.62,86.88,211.82,210.45,0.0
2021-09-23,245.0,242.5,245.6,241.7,21791090,8.27,3.29,4.98,5.4,84.38,212.65,210.68,0.0
2021-09-24,244.0,238.45,244.0,237.7,24823291,8.41,2.75,5.66,3.0,74.98,213.38,210.89,0.0
2021-09-27,239.8,238.7,241.85,235.5,22890540,8.45,2.23,6.22,3.03,75.16,214.07,211.1,0.0
2021-09-28,239.85,237.75,241.6,236.3,15713947,8.31,1.67,6.64,2.7,72.97,214.7,211.27,0.0
2021-09-29,236.0,238.1,241.4,235.7,15450046,8.14,1.2,6.94,2.74,73.28,215.3,211.45,0.0
2021-09-30,239.9,236.15,240.4,235.25,16357902,7.75,0.65,7.1,2.18,68.56,215.87,211.6,0.0
2021-10-01,235.2,235.35,237.0,232.9,15956143,7.29,0.15,7.14,2.0,66.67,216.44,211.71,0.0
2021-10-04,236.0,236.6,238.35,235.4,10686552,6.95,-0.15,7.1,2.14,68.15,217.03,211.82,0.0
2021-10-05,236.4,234.7,237.45,234.5,9223597,6.46,-0.52,6.97,1.74,63.52,217.48,211.91,0.0
2021-10-06,234.8,231.25,236.4,230.6,17505160,5.72,-1.0,6.72,1.28,56.09,217.88,212.0,0.0
2021-10-07,233.0,232.95,234.95,232.3,10371535,5.21,-1.21,6.42,1.42,58.66,218.37,212.09,1.0
2021-10-08,234.75,231.7,234.8,231.2,9739240,4.65,-1.41,6.07,1.28,56.06,218.82,212.19,1.0
2021-10-11,232.0,238.05,239.5,231.7,21184428,4.67,-1.12,5.79,1.83,64.63,219.46,212.3,1.0
2021-10-12,238.6,241.3,243.0,238.0,29222028,4.89,-0.72,5.61,2.13,68.06,220.19,212.5,0.0
2021-10-13,242.55,249.2,250.9,240.15,50159625,5.64,0.02,5.61,2.93,74.53,221.03,212.73,0.0
2021-10-14,253.25,256.55,261.85,250.35,85406902,6.74,0.9,5.84,3.72,78.83,221.96,212.97,0.0
2021-10-18,261.0,262.55,265.3,257.35,60292901,8.01,1.74,6.27,4.42,81.56,223.04,213.24,0.0
2021-10-19,261.4,245.95,262.55,245.05,59061766,7.59,1.05,6.54,1.43,58.9,223.65,213.42,0.0
2021-10-20,245.95,246.6,248.5,242.35,47822165,7.22,0.55,6.67,1.46,59.37,224.3,213.6,0.0
2021-10-21,248.0,244.7,248.35,243.1,22518727,6.71,0.02,6.68,1.34,57.28,224.92,213.76,0.0
2021-10-22,244.7,236.6,245.8,233.7,35537151,5.58,-0.88,6.46,0.97,49.32,225.45,213.9,0.0
2021-10-25,234.1,233.4,236.65,230.5,22333919,4.37,-1.67,6.04,0.87,46.56,225.95,214.0,0.0
2021-10-26,234.1,236.7,239.0,232.6,18934170,3.64,-1.92,5.56,0.99,49.68,226.5,214.12,0.0
2021-10-27,240.25,238.45,241.3,236.2,25911499,3.17,-1.91,5.08,1.05,51.31,227.04,214.25,0.0
2021-10-28,235.1,225.1,235.95,224.15,46282465,1.7,-2.71,4.41,0.68,40.55,227.33,214.35,0.0
2021-10-29,225.0,223.2,228.25,222.3,26642108,0.37,-3.23,3.6,0.65,39.29,227.61,214.45,0.0
2021-11-01,224.15,226.85,227.55,222.5,23197539,-0.38,-3.18,2.8,0.75,42.96,227.97,214.58,0.0
2021-11-02,228.0,225.6,229.25,224.5,14343859,-1.06,-3.09,2.03,0.72,42.03,228.3,214.69,0.0
2021-11-03,226.0,222.45,226.85,221.7,17843327,-1.84,-3.09,1.26,0.66,39.68,228.62,214.77,0.0
2021-11-04,224.85,226.55,227.3,224.0,7024796,-2.1,-2.68,0.59,0.79,44.06,229.04,214.85,0.0
2021-11-08,229.7,229.8,230.7,225.7,20270558,-2.02,-2.08,0.07,0.9,47.33,229.51,214.93,0.0
2021-11-09,229.85,228.75,230.9,227.85,11520817,-2.01,-1.66,-0.35,0.87,46.39,229.99,214.98,0.0
2021-11-10,227.45,230.85,232.85,227.2,13431108,-1.82,-1.18,-0.64,0.95,48.59,230.49,215.04,0.0
2021-11-11,230.4,230.0,231.5,228.55,8134962,-1.72,-0.86,-0.86,0.91,47.74,230.93,215.09,0.0
2021-11-12,231.2,232.9,233.95,229.15,11855531,-1.39,-0.42,-0.96,1.04,50.91,231.36,215.17,0.0
2021-11-15,233.95,238.1,239.0,233.1,38755267,-0.7,0.22,-0.91,1.28,56.07,231.93,215.29,0.0
2021-11-16,239.05,235.45,239.65,235.0,14675969,-0.36,0.44,-0.8,1.13,53.01,232.45,215.42,0.0
2021-11-17,236.0,239.5,245.25,235.65,46697822,0.23,0.83,-0.59,1.32,56.88,233.02,215.58,0.0
2021-11-18,240.0,237.5,243.0,236.3,20226071,0.54,0.9,-0.37,1.2,54.5,233.59,215.71,0.0
2021-11-22,237.9,230.9,240.75,229.55,22574227,0.24,0.49,-0.25,0.9,47.43,233.97,215.83,0.0
2021-11-23,229.15,231.6,232.7,229.15,13433385,0.06,0.24,-0.19,0.93,48.19,234.38,215.97,0.0
2021-11-24,232.45,227.7,232.7,226.95,14139854,-0.39,-0.17,-0.23,0.8,44.31,234.68,216.03,0.0
2021-11-25,227.0,231.3,232.2,225.75,23904846,-0.45,-0.18,-0.27,0.94,48.44,235.02,216.1,0.0
2021-11-26,228.9,224.0,230.05,223.1,27027022,-1.08,-0.65,-0.43,0.71,41.69,235.18,216.13,0.0
2021-11-29,222.0,221.5,223.65,220.2,22132952,-1.76,-1.06,-0.7,0.66,39.65,235.29,216.09,0.0
2021-11-30,222.0,221.15,225.2,220.0,23503453,-2.3,-1.28,-1.02,0.65,39.36,235.1,216.03,0.0
2021-12-01,222.0,221.9,223.3,220.6,12995800,-2.63,-1.29,-1.34,0.68,40.37,234.91,215.97,0.0
2021-12-02,221.9,225.45,226.15,221.3,15904846,-2.58,-0.99,-1.59,0.82,45.02,234.75,215.95,0.0
2021-12-03,225.0,221.65,226.2,221.35,13794647,-2.82,-0.98,-1.84,0.7,41.31,234.35,215.92,0.0
2021-12-06,221.65,217.9,222.2,217.5,13138355,-3.27,-1.15,-2.12,0.61,37.98,233.84,215.88,0.0
2021-12-07,218.9,220.65,221.95,218.1,8903842,-3.37,-0.99,-2.37,0.71,41.69,233.4,215.9,0.0
2021-12-08,221.0,224.95,225.65,221.0,9861847,-3.06,-0.55,-2.51,0.89,47.03,233.13,215.93,0.0
2021-12-09,223.0,235.4,236.45,223.0,38241864,-1.95,0.45,-2.4,1.34,57.27,233.06,216.01,0.0
2021-12-10,236.2,236.1,238.95,233.75,35162889,-1.01,1.11,-2.12,1.37,57.86,233.03,216.1,0.0
2021-12-13,238.0,234.6,238.75,234.15,22054342,-0.37,1.4,-1.77,1.28,56.08,232.96,216.18,0.0
2021-12-14,235.0,228.6,237.1,227.55,37508445,-0.35,1.13,-1.49,0.98,49.52,232.81,216.25,0.0
2021-12-15,230.0,224.05,232.2,223.4,34653042,-0.69,0.63,-1.33,0.82,45.2,232.59,216.33,0.0
2021-12-16,226.0,222.9,226.15,220.8,24199205,-1.05,0.23,-1.27,0.79,44.15,232.31,216.4,0.0
2021-12-17,222.8,217.95,222.85,216.75,29683982,-1.7,-0.35,-1.36,0.66,39.86,231.98,216.45,0.0
2021-12-20,216.25,212.4,216.25,209.8,37340790,-2.64,-1.03,-1.61,0.55,35.68,231.6,216.47,0.0
2021-12-21,214.0,212.5,215.45,211.05,19395604,-3.34,-1.38,-1.96,0.56,35.81,231.19,216.51,0.0
2021-12-22,214.0,212.0,214.2,211.1,17239484,-3.89,-1.54,-2.35,0.55,35.42,230.8,216.53,0.0
2021-12-23,213.9,217.3,218.45,213.2,22209720,-3.85,-1.2,-2.65,0.74,42.52,230.38,216.57,0.0
2021-12-24,218.0,218.0,220.45,216.45,16581585,-3.72,-0.86,-2.86,0.77,43.41,229.91,216.61,0.0
2021-12-27,218.4,217.55,218.45,215.65,8153106,-3.62,-0.6,-3.01,0.75,42.95,229.28,216.65,0.0
2021-12-28,218.0,220.05,220.6,218.0,11568803,-3.29,-0.22,-3.07,0.86,46.34,228.55,216.71,0.0
2021-12-29,220.0,216.75,220.3,216.3,11480954,-3.26,-0.15,-3.11,0.75,42.73,227.64,216.75,0.0
2021-12-30,216.6,216.0,217.9,215.5,9741198,-3.26,-0.12,-3.14,0.72,41.93,227.04,216.79,0.0
2021-12-31,216.9,218.05,218.8,216.15,7583815,-3.06,0.06,-3.12,0.82,44.96,226.47,216.85,0.0
2022-01-03,218.05,219.1,219.85,217.05,7765495,-2.79,0.27,-3.06,0.87,46.5,225.95,216.92,0.0
2022-01-04,219.5,220.25,221.7,219.05,9050253,-2.45,0.49,-2.93,0.93,48.21,225.63,216.99,0.0
2022-01-05,219.65,220.55,221.5,218.65,11230588,-2.13,0.64,-2.77,0.95,48.67,225.37,217.06,0.0
2022-01-06,219.0,218.7,220.4,218.2,8950589,-2.0,0.62,-2.62,0.85,45.95,225.01,217.1,0.0
2022-01-07,219.8,218.4,220.65,217.5,8855041,-1.9,0.57,-2.48,0.84,45.51,224.61,217.1,0.0
2022-01-10,219.9,223.3,224.7,218.9,15841299,-1.42,0.85,-2.26,1.15,53.41,224.57,217.1,0.0
2022-01-11,223.35,221.95,224.25,221.2,8020695,-1.12,0.91,-2.04,1.05,51.21,224.55,217.08,0.0
2022-01-12,222.5,222.75,223.65,221.6,13158894,-0.82,0.97,-1.79,1.1,52.46,224.47,217.09,0.0
2022-01-13,223.9,223.95,225.8,222.75,11501088,-0.48,1.05,-1.53,1.19,54.35,224.43,217.13,0.0
2022-01-14,223.95,222.6,224.8,222.3,10569725,-0.31,0.98,-1.28,1.08,51.85,224.44,217.18,0.0
2022-01-17,222.6,224.6,225.6,221.35,12318313,-0.01,1.02,-1.03,1.23,55.14,224.4,217.25,0.0
2022-01-18,224.6,220.75,227.3,220.3,14394097,-0.09,0.75,-0.84,0.93,48.3,224.22,217.28,0.0
2022-01-19,220.75,220.35,222.4,218.7,11473796,-0.18,0.53,-0.71,0.91,47.64,224.05,217.29,0.0
2022-01-20,220.55,218.75,222.15,218.0,17329896,-0.38,0.27,-0.64,0.82,44.98,223.81,217.28,0.0
2022-01-21,218.5,217.05,220.5,216.0,16586264,-0.66,-0.02,-0.65,0.73,42.29,223.55,217.31,0.0
2022-01-24,217.05,211.8,217.75,210.9,17354942,-1.3,-0.52,-0.78,0.54,35.26,223.12,217.3,0.0
2022-01-25,212.0,214.3,214.7,209.55,18322935,-1.58,-0.64,-0.94,0.68,40.35,222.65,217.3,0.0
2022-01-27,211.25,214.6,215.5,211.1,23149684,-1.76,-0.66,-1.1,0.69,40.94,222.23,217.31,0.0
2022-01-28,215.1,217.6,219.25,215.1,15276991,-1.64,-0.43,-1.21,0.88,46.71,221.79,217.33,0.0
2022-01-31,218.5,220.2,220.75,217.1,15039006,-1.32,-0.09,-1.23,1.05,51.16,221.45,217.41,0.0
2022-02-01,221.0,227.75,228.8,219.15,43207074,-0.46,0.62,-1.08,1.58,61.27,221.38,217.5,0.0
2022-02-02,230.0,232.15,233.3,229.0,41130638,0.58,1.33,-0.75,1.92,65.73,221.4,217.63,0.0
2022-02-03,232.15,234.45,235.2,231.8,27845963,1.57,1.85,-0.28,2.11,67.81,221.53,217.76,0.0
2022-02-04,237.25,234.3,238.5,231.55,56705951,2.31,2.08,0.23,2.08,67.52,221.59,217.91,0.0
2022-02-07,234.0,230.2,234.75,228.5,24171083,2.54,1.85,0.7,1.5,60.01,221.72,218.04,0.0
2022-02-08,230.3,231.25,232.3,229.05,16201280,2.78,1.66,1.11,1.58,61.2,221.91,218.17,0.0
2022-02-09,232.3,230.15,233.0,228.75,11893807,2.84,1.38,1.46,1.45,59.21,222.09,218.29,0.0
2022-02-10,228.7,232.25,233.4,227.75,19563580,3.03,1.26,1.77,1.62,61.77,222.3,218.42,0.0
2022-02-11,232.0,232.45,233.3,229.8,18096561,3.15,1.11,2.05,1.63,62.01,222.44,218.56,0.0
2022-02-14,226.0,219.45,226.0,218.5,22745228,2.18,0.11,2.07,0.75,42.86,222.39,218.63,0.0
2022-02-15,221.0,223.0,223.5,218.55,12875311,1.68,-0.32,1.99,0.91,47.62,222.5,218.72,0.0
2022-02-16,223.8,222.75,224.7,221.85,11231596,1.24,-0.6,1.84,0.9,47.32,222.54,218.82,0.0
2022-02-17,223.05,222.65,224.35,220.85,14024149,0.88,-0.77,1.65,0.89,47.19,222.49,218.93,0.0
2022-02-18,222.65,221.9,223.45,221.5,8670947,0.53,-0.9,1.43,0.86,46.19,222.22,219.04,0.0
2022-02-21,220.3,218.0,221.3,217.15,16129017,-0.07,-1.2,1.13,0.7,41.26,221.86,219.13,0.0
2022-02-22,215.0,214.85,216.9,213.0,25749340,-0.78,-1.53,0.74,0.61,37.76,221.46,219.19,0.0
2022-02-23,216.8,215.95,217.5,215.05,11014283,-1.25,-1.59,0.35,0.66,39.69,221.21,219.24,0.0
2022-02-24,210.0,208.5,213.3,207.0,41341523,-2.19,-2.03,-0.16,0.48,32.38,220.9,219.26,0.0
2022-02-25,211.5,213.95,216.5,210.55,23633656,-2.47,-1.85,-0.62,0.69,40.95,220.72,219.31,0.0
2022-02-28,213.2,215.85,216.45,210.8,20034633,-2.51,-1.51,-1.0,0.77,43.63,220.68,219.37,0.0
2022-03-02,214.4,215.3,216.6,212.45,19295994,-2.56,-1.25,-1.31,0.75,43.02,220.74,219.38,0.0
2022-03-03,216.05,219.4,220.2,216.0,28532668,-2.24,-0.74,-1.5,0.95,48.76,220.88,219.42,0.0
2022-03-04,217.7,225.5,227.4,217.0,66835736,-1.48,0.02,-1.49,1.27,55.88,221.15,219.49,0.0
2022-03-07,222.0,224.95,227.0,220.1,45258669,-0.9,0.47,-1.38,1.23,55.13,221.3,219.58,0.0
2022-03-08,223.9,226.9,228.45,223.75,36036336,-0.29,0.87,-1.16,1.34,57.3,221.48,219.68,0.0
2022-03-09,227.7,229.25,231.4,226.1,42294906,0.38,1.23,-0.85,1.49,59.82,221.71,219.78,0.0
2022-03-10,231.0,232.0,232.5,227.85,36132245,1.12,1.58,-0.46,1.67,62.61,221.95,219.88,0.0
2022-03-11,231.9,236.35,237.1,230.15,41699184,2.03,1.99,0.04,1.99,66.56,222.34,220.01,0.0
2022-03-14,236.25,239.0,239.45,235.3,35113638,2.94,2.32,0.62,2.2,68.72,222.8,220.15,0.0
2022-03-15,239.0,237.85,241.4,235.9,32998305,3.52,2.32,1.2,2.0,66.7,223.2,220.29,0.0
2022-03-16,240.0,242.6,243.0,239.1,21629521,4.32,2.49,1.83,2.4,70.55,223.67,220.43,0.0
2022-03-17,245.25,244.9,245.4,242.7,34223740,5.08,2.6,2.48,2.6,72.23,224.16,220.58,0.0
2022-03-21,245.9,244.5,247.75,243.8,27975134,5.58,2.48,3.1,2.5,71.46,224.64,220.72,0.0
2022-03-22,244.55,249.75,250.75,243.55,36945426,6.33,2.59,3.74,3.03,75.16,225.26,220.93,0.0
2022-03-23,251.45,252.0,253.7,248.5,40491633,7.03,2.63,4.4,3.27,76.56,225.93,221.14,0.0
2022-03-24,251.95,254.85,256.5,251.45,38239419,7.72,2.65,5.06,3.6,78.24,226.56,221.37,0.0
2022-03-25,255.3,253.35,255.75,249.25,29284643,8.05,2.39,5.66,3.03,75.19,227.19,221.58,0.0
2022-03-28,254.0,257.05,258.0,252.55,24916402,8.52,2.29,6.23,3.45,77.52,227.88,221.8,0.0
2022-03-29,257.05,254.6,257.5,253.75,18122714,8.59,1.89,6.7,2.66,72.66,228.49,222.01,0.0
2022-03-30,255.1,249.2,256.4,248.65,17603827,8.12,1.13,6.99,1.72,63.25,229.02,222.21,0.0
2022-03-31,249.6,250.65,254.35,249.5,25656796,7.77,0.63,7.14,1.82,64.58,229.54,222.42,0.0
2022-04-01,250.0,253.3,255.35,248.8,14305709,7.62,0.38,7.24,2.02,66.93,230.19,222.65,0.0
2022-04-04,253.1,255.45,257.9,251.1,15907398,7.59,0.28,7.31,2.2,68.74,230.9,222.89,0.0
2022-04-05,256.05,259.45,261.85,255.1,27183142,7.8,0.39,7.41,2.55,71.83,231.71,223.15,0.0
2022-04-06,257.5,259.6,263.35,257.3,19597941,7.88,0.38,7.5,2.56,71.94,232.56,223.42,0.0
2022-04-07,258.0,256.65,262.2,255.8,16061089,7.63,0.1,7.53,1.97,66.35,233.46,223.68,0.0
2022-04-08,258.0,267.8,268.85,256.0,37826800,8.23,0.56,7.67,2.91,74.44,234.53,224.0,0.0
2022-04-11,268.75,267.5,273.15,266.0,46147653,8.58,0.73,7.85,2.83,73.92,235.59,224.31,0.0
2022-04-12,266.9,264.8,268.65,263.1,23553762,8.54,0.55,7.99,2.26,69.28,236.53,224.62,0.0
2022-04-13,265.3,269.55,270.6,263.65,21414383,8.79,0.65,8.15,2.64,72.55,237.52,224.95,0.0
2022-04-18,268.0,270.1,272.5,267.25,24399444,8.94,0.63,8.31,2.69,72.91,238.36,225.27,0.0
2022-04-19,272.0,261.55,272.5,258.8,23380138,8.26,-0.03,8.3,1.49,59.8,238.95,225.56,0.0
2022-04-20,262.9,259.55,265.45,257.55,24510612,7.48,-0.65,8.13,1.34,57.21,239.45,225.84,0.0
2022-04-21,259.7,260.4,264.45,259.6,23412279,6.85,-1.03,7.88,1.38,58.05,239.98,226.13,0.0
2022-04-22,260.0,261.1,263.0,258.55,15671273,6.34,-1.23,7.57,1.42,58.76,240.59,226.42,0.0
2022-04-25,258.8,255.25,259.0,252.5,24208645,5.4,-1.74,7.14,1.04,50.98,241.07,226.69,0.0
2022-04-26,256.6,258.95,260.7,256.25,20536714,4.89,-1.8,6.69,1.22,55.03,241.65,226.96,0.0
2022-04-27,256.2,257.5,258.5,255.75,16580824,4.32,-1.89,6.21,1.14,53.18,242.16,227.24,0.0
2022-04-28,259.5,261.1,263.7,258.15,27924384,4.12,-1.68,5.79,1.33,57.05,242.73,227.52,0.0
2022-04-29,263.0,259.55,263.0,258.5,20419904,3.79,-1.61,5.39,1.22,54.94,243.53,227.81,0.0
2022-05-02,258.0,263.15,264.5,257.05,18965820,3.77,-1.3,5.07,1.42,58.75,244.33,228.12,0.0
2022-05-04,264.0,259.75,266.05,258.6,25951999,3.44,-1.3,4.74,1.18,54.1,245.07,228.41,0.0
2022-05-05,262.0,262.05,265.2,260.4,17932895,3.33,-1.13,4.46,1.3,56.6,245.86,228.72,0.0
2022-05-06,259.0,266.65,267.35,258.9,34490123,3.57,-0.71,4.28,1.58,61.17,246.76,229.03,0.0
2022-05-09,266.15,262.95,266.15,260.55,21403710,3.42,-0.69,4.11,1.28,56.06,247.66,229.31,0.0
2022-05-10,262.0,259.75,266.8,259.1,18033260,3.02,-0.88,3.89,1.08,52.02,248.55,229.57,0.0
2022-05-11,259.0,255.65,262.2,251.75,17344099,2.33,-1.25,3.58,0.9,47.31,249.35,229.81,0.0
2022-05-12,255.0,252.9,256.4,249.15,20044726,1.55,-1.62,3.17,0.8,44.41,250.24,230.04,0.0
2022-05-13,254.95,258.6,260.85,254.5,11921627,1.38,-1.44,2.82,1.05,51.1,251.13,230.3,0.0
2022-05-16,259.95,254.1,259.95,253.0,8186859,0.87,-1.56,2.43,0.86,46.36,251.89,230.51,0.0
2022-05-17,255.0,264.7,265.5,254.8,17797974,1.3,-0.9,2.2,1.3,56.59,252.88,230.78,0.0
2022-05-18,266.0,266.8,267.8,263.15,20200332,1.8,-0.32,2.12,1.4,58.29,253.83,231.07,0.0
2022-05-19,262.6,275.65,279.25,262.6,78287713,2.87,0.6,2.27,1.82,64.57,254.83,231.4,0.0
2022-05-20,277.0,280.0,282.35,277.0,32370771,4.02,1.4,2.62,2.05,67.19,255.93,231.77,0.0
2022-05-23,280.0,274.5,280.45,273.05,21700165,4.44,1.46,2.98,1.57,61.05,256.88,232.12,0.0
2022-05-24,275.0,270.85,275.0,270.0,15547968,4.43,1.16,3.27,1.34,57.3,257.72,232.43,0.0
2022-05-25,272.95,272.7,273.9,270.5,15288648,4.52,0.99,3.52,1.42,58.69,258.53,232.75,0.0
2022-05-26,268.25,266.7,268.25,263.85,18420159,4.05,0.43,3.63,1.12,52.72,259.14,233.04,0.0
2022-05-27,269.0,269.2,270.7,265.05,13468067,3.85,0.17,3.67,1.21,54.79,259.74,233.31,0.0
2022-05-30,270.5,269.05,271.0,267.6,11819102,3.63,-0.04,3.66,1.2,54.63,260.37,233.58,0.0
2022-05-31,269.05,270.65,274.5,266.4,23208345,3.54,-0.1,3.64,1.28,56.05,260.93,233.87,0.0
2022-06-01,270.65,271.85,274.1,270.2,14699792,3.53,-0.09,3.62,1.33,57.13,261.47,234.18,0.0
2022-06-02,270.7,273.5,274.45,267.85,14240994,3.61,-0.0,3.62,1.42,58.64,262.05,234.5,0.0
2022-06-03,275.0,272.7,275.7,271.6,12487862,3.57,-0.04,3.61,1.36,57.58,262.5,234.82,0.0
2022-06-06,272.4,274.8,275.8,269.7,10925182,3.67,0.05,3.62,1.48,59.64,262.96,235.14,0.0
2022-06-07,273.2,273.9,275.0,272.25,10828539,3.63,0.01,3.62,1.4,58.34,263.34,235.45,0.0
2022-06-08,273.95,267.9,274.4,266.2,14361969,3.08,-0.44,3.51,1.02,50.41,263.63,235.74,0.0
